2000
63 331
1 57 -1000000000
1 96 1000000000
1 19 1000000000
2 47 68
2 83 89
2 62 85
1 42 1000000000
1 65 -1000000000
1 36 -1000000000
1 92 -1000000000
1 44 -1000000000
1 24 1000000000
1 48 1000000000
1 16 -1000000000
2 40 68
1 17 -1000000000
2 21 86
2 3 29
2 23 58
2 30 74
1 67 -1000000000
2 15 55
2 23 61
1 13 -1000000000
1 5 -1000000000
1 29 -1000000000
2 3 27
1 63 -1000000000
1 33 -1000000000
2 65 79
1 55 -1000000000
2 28 37
2 44 86
2 22 80
1 91 1000000000
2 9 14
1 19 1000000000
1 37 -1000000000
2 11 68
1 30 1000000000
1 8 1000000000
1 23 1000000000
1 6 -1000000000
1 90 -1000000000
1 73 1000000000
2 39 81
2 25 33
1 36 -1000000000
2 6 57
2 25 97
1 20 -1000000000
2 67 90
2 72 73
1 94 1000000000
1 14 1000000000
1 88 1000000000
2 47 75
1 58 -1000000000
1 70 1000000000
1 19 -1000000000
1 68 1000000000
2 73 94
2 31 78
1 90 -1000000000
2 33 43
2 65 85
1 89 -1000000000
1 29 1000000000
2 58 94
2 81 88
2 68 73
1 70 -1000000000
2 26 54
1 76 1000000000
1 45 -1000000000
1 47 1000000000
2 62 80
1 30 1000000000
2 33 56
2 49 49
2 10 64
1 24 1000000000
2 51 68
1 93 -1000000000
1 75 -1000000000
2 40 82
2 7 65
1 58 -1000000000
2 47 59
2 40 45
1 84 -1000000000
1 24 1000000000
2 80 81
2 16 96
1 9 1000000000
2 16 22
2 39 58
2 20 96
2 16 67
1 65 1000000000
1 29 -1000000000
1 9 -1000000000
2 54 73
2 13 45
1 61 -1000000000
2 46 96
2 80 96
1 3 -1000000000
2 25 89
2 3 39
2 18 96
1 45 -1000000000
2 31 92
2 15 50
1 5 1000000000
1 95 -1000000000
2 57 94
2 35 73
1 12 -1000000000
1 29 1000000000
2 81 88
1 15 -1000000000
1 82 1000000000
1 77 1000000000
1 96 1000000000
1 28 -1000000000
2 3 44
1 57 1000000000
1 16 1000000000
2 3 35
2 15 62
2 13 29
2 39 52
1 30 -1000000000
1 88 1000000000
2 5 46
2 12 42
1 44 -1000000000
1 76 -1000000000
2 41 74
2 38 42
2 12 96
1 26 -1000000000
1 11 1000000000
1 0 -1000000000
2 59 59
1 5 1000000000
1 58 1000000000
2 10 62
1 19 1000000000
2 7 80
1 91 -1000000000
2 33 95
1 8 1000000000
1 2 -1000000000
2 42 89
2 7 86
1 74 1000000000
2 46 76
1 44 1000000000
2 39 95
1 15 1000000000
2 0 21
2 61 77
2 63 86
1 83 -1000000000
1 98 -1000000000
1 58 -1000000000
2 75 97
2 1 81
1 33 -1000000000
2 24 52
1 44 1000000000
2 7 36
1 85 -1000000000
1 1 1000000000
1 30 -1000000000
1 1 1000000000
1 61 -1000000000
1 55 1000000000
2 32 69
2 61 87
2 23 81
2 57 61
1 43 1000000000
1 76 1000000000
2 25 98
2 25 69
1 4 -1000000000
2 11 87
2 23 66
1 68 1000000000
2 12 68
2 12 53
2 54 59
1 71 1000000000
1 70 1000000000
1 69 1000000000
2 32 71
2 5 70
2 87 94
2 73 79
2 24 37
1 46 -1000000000
2 7 18
1 8 1000000000
1 41 1000000000
2 25 95
2 7 94
1 48 -1000000000
2 14 42
2 37 52
1 10 -1000000000
166 46
1 62 -218409369
2 97 165
1 116 -218409369
2 90 126
2 13 97
2 20 138
1 144 -218409369
1 120 -218409369
1 1 -218409369
1 137 -218409369
2 51 164
2 119 154
1 76 -218409369
2 13 117
2 16 57
1 32 -218409369
2 94 165
2 0 84
2 7 119
2 96 162
1 64 -218409369
2 61 125
1 81 -218409369
2 45 133
2 50 135
2 41 152
2 76 162
1 5 -218409369
1 16 -218409369
2 85 119
1 156 -218409369
1 101 -218409369
1 99 -218409369
1 7 -218409369
1 105 -218409369
2 53 90
1 146 -218409369
2 58 140
1 7 -218409369
2 6 104
2 81 89
2 67 163
2 8 88
1 55 -218409369
2 57 70
1 51 -218409369
178 243
1 71 1000000000
2 44 104
1 135 1000000000
1 49 -1000000000
2 9 141
2 15 43
1 131 1000000000
1 104 1000000000
1 56 -1000000000
2 14 56
1 137 1000000000
2 17 164
1 14 1000000000
1 80 1000000000
2 31 129
2 38 149
1 16 -1000000000
2 66 73
2 155 163
1 71 1000000000
2 85 130
2 52 135
1 132 1000000000
2 102 171
2 37 112
1 69 -1000000000
1 134 -1000000000
1 43 -1000000000
1 101 -1000000000
2 70 136
1 119 1000000000
2 84 148
1 112 -1000000000
2 40 98
1 116 1000000000
1 94 -1000000000
1 165 -1000000000
1 98 1000000000
1 51 1000000000
2 59 145
2 45 166
2 110 115
1 161 1000000000
2 97 137
2 91 159
1 71 1000000000
2 40 73
1 80 1000000000
2 134 136
2 68 83
1 141 1000000000
2 31 92
2 106 128
1 60 1000000000
1 10 -1000000000
2 42 172
2 114 131
1 125 1000000000
2 162 164
2 98 164
1 168 -1000000000
2 160 173
2 65 84
1 64 1000000000
1 37 1000000000
2 21 21
1 118 1000000000
1 34 1000000000
1 77 -1000000000
1 130 -1000000000
2 147 154
2 1 100
1 24 -1000000000
1 8 -1000000000
1 94 1000000000
1 97 -1000000000
1 75 1000000000
1 31 1000000000
1 102 -1000000000
2 58 147
1 106 -1000000000
1 164 1000000000
1 11 -1000000000
1 8 -1000000000
1 63 1000000000
2 27 70
2 104 165
2 102 175
2 16 20
1 36 -1000000000
1 131 1000000000
1 125 -1000000000
2 95 163
1 145 -1000000000
1 98 -1000000000
2 82 137
1 30 1000000000
2 56 65
1 8 1000000000
1 152 -1000000000
2 104 115
2 41 168
1 140 -1000000000
2 66 120
1 52 -1000000000
1 170 -1000000000
1 158 1000000000
2 31 138
2 15 176
2 50 105
1 89 -1000000000
2 89 169
2 28 42
2 24 165
2 111 115
2 4 128
2 8 79
2 33 85
1 87 -1000000000
1 36 1000000000
1 41 1000000000
1 7 -1000000000
2 17 103
1 131 1000000000
1 38 -1000000000
2 129 130
2 45 102
2 33 94
2 99 163
2 8 132
1 32 -1000000000
2 31 86
1 32 1000000000
1 176 1000000000
2 62 68
1 52 -1000000000
1 177 1000000000
1 78 1000000000
1 111 1000000000
1 171 -1000000000
1 1 1000000000
1 47 1000000000
1 75 1000000000
2 70 99
2 103 106
2 58 93
2 76 100
1 78 -1000000000
2 3 39
2 64 103
1 131 1000000000
1 120 1000000000
2 33 93
1 113 1000000000
1 171 -1000000000
1 114 -1000000000
2 6 113
2 109 156
1 108 -1000000000
2 122 159
1 130 1000000000
1 53 -1000000000
1 124 -1000000000
2 127 154
2 7 28
2 91 153
1 122 1000000000
2 84 103
2 22 39
2 132 158
1 154 1000000000
1 74 -1000000000
1 35 -1000000000
2 50 73
1 171 -1000000000
1 85 -1000000000
1 4 1000000000
2 65 118
1 37 1000000000
1 34 1000000000
2 115 173
1 4 -1000000000
2 90 167
2 49 80
2 64 145
2 109 134
1 33 -1000000000
1 142 -1000000000
2 117 140
1 66 1000000000
2 38 55
1 134 1000000000
1 26 1000000000
2 23 113
2 15 57
1 177 -1000000000
2 10 91
2 134 144
2 132 151
2 12 164
2 13 22
2 68 72
2 17 56
1 170 -1000000000
1 43 1000000000
2 46 77
1 56 1000000000
2 29 64
2 47 103
2 10 71
1 145 1000000000
2 104 139
2 30 72
1 11 -1000000000
2 103 129
2 23 124
2 39 144
2 106 175
1 162 -1000000000
1 14 -1000000000
1 8 1000000000
1 168 1000000000
1 85 -1000000000
1 49 -1000000000
1 90 -1000000000
2 2 5
1 104 1000000000
1 131 1000000000
1 141 -1000000000
2 76 125
2 14 72
2 39 113
1 141 -1000000000
1 112 -1000000000
2 124 134
2 25 56
1 14 1000000000
2 121 157
1 126 -1000000000
1 119 1000000000
2 71 175
1 56 1000000000
1 93 -1000000000
5 172
2 3 4
2 1 2
2 0 4
1 0 1000000000
1 0 1000000000
2 1 4
1 1 1000000000
1 1 -1000000000
2 0 4
1 2 -1000000000
1 0 -1000000000
2 3 4
1 1 -1000000000
1 1 1000000000
1 2 1000000000
1 4 -1000000000
2 2 4
1 4 -1000000000
2 0 4
2 0 2
1 2 -1000000000
1 3 1000000000
2 1 2
1 4 -1000000000
1 0 1000000000
2 1 2
1 3 1000000000
1 2 -1000000000
2 0 4
2 3 3
2 2 4
1 1 -1000000000
1 3 -1000000000
1 2 -1000000000
2 2 3
1 3 1000000000
2 2 2
2 0 0
2 0 3
1 3 1000000000
1 4 1000000000
1 1 -1000000000
1 4 -1000000000
2 1 4
2 1 2
1 0 1000000000
1 1 -1000000000
2 1 2
1 3 -1000000000
1 2 1000000000
2 2 4
1 1 1000000000
2 1 3
2 3 4
2 3 4
2 1 3
2 1 4
1 1 1000000000
1 3 -1000000000
1 4 -1000000000
1 1 1000000000
2 0 0
1 3 1000000000
1 1 -1000000000
2 4 4
1 1 1000000000
2 0 1
2 1 3
2 1 2
2 0 2
1 3 1000000000
2 3 4
2 2 4
1 3 1000000000
2 1 2
2 1 4
1 1 -1000000000
1 1 1000000000
2 4 4
2 0 1
1 4 1000000000
2 0 3
1 1 -1000000000
1 4 1000000000
2 0 4
1 2 -1000000000
1 0 1000000000
2 0 1
1 3 1000000000
1 2 -1000000000
1 0 1000000000
1 3 1000000000
1 2 1000000000
2 0 3
1 2 1000000000
1 0 1000000000
2 2 4
2 0 1
1 3 1000000000
1 4 -1000000000
1 0 -1000000000
2 2 3
2 1 3
2 1 3
1 3 1000000000
1 4 -1000000000
2 2 4
2 0 3
1 1 1000000000
1 3 1000000000
2 2 4
2 0 2
1 2 1000000000
2 2 3
2 2 3
2 1 3
1 4 1000000000
1 2 -1000000000
2 1 4
1 1 1000000000
1 1 1000000000
1 4 1000000000
2 2 3
1 4 1000000000
1 3 -1000000000
1 3 -1000000000
1 2 1000000000
2 0 1
1 2 -1000000000
1 0 1000000000
1 2 1000000000
1 3 -1000000000
2 0 4
2 0 2
1 2 -1000000000
2 2 2
2 1 2
1 0 1000000000
2 2 2
1 0 1000000000
2 4 4
1 2 1000000000
1 0 1000000000
2 1 4
2 3 4
1 3 -1000000000
1 4 1000000000
1 1 -1000000000
2 2 3
1 3 1000000000
2 0 4
2 3 4
1 3 -1000000000
1 3 1000000000
2 1 4
2 2 2
1 1 1000000000
1 3 1000000000
2 0 1
1 2 -1000000000
2 2 3
2 3 3
2 3 3
2 3 4
1 3 -1000000000
2 2 4
2 0 4
2 3 3
2 0 4
2 1 2
2 0 4
1 4 1000000000
135 396
1 34 3
2 86 128
2 2 14
1 24 -1
1 120 5
1 55 3
2 21 108
2 113 114
1 95 -5
2 12 129
2 29 67
2 69 80
1 73 -3
2 86 96
2 34 124
1 12 -1
2 38 100
1 52 2
1 8 -2
2 92 104
1 23 1
1 130 4
2 44 79
2 12 37
2 25 48
2 4 54
2 35 37
2 55 117
2 83 88
1 119 3
1 17 -1
2 33 75
1 71 -5
2 26 88
2 85 101
2 12 25
2 35 122
1 122 5
2 32 122
1 124 2
1 63 1
2 5 90
2 10 87
1 38 -1
1 56 -5
2 17 128
1 56 3
1 40 5
1 19 5
1 16 0
1 67 4
1 32 -3
1 90 -1
1 111 -4
2 19 27
1 66 5
1 13 0
1 88 1
1 25 3
1 111 4
1 69 3
1 129 2
1 84 -1
1 81 4
2 70 109
2 88 105
2 31 115
2 0 2
1 4 -2
1 111 -4
1 73 1
1 73 -2
1 16 3
2 27 75
1 83 -2
2 88 119
1 7 4
2 89 99
1 76 -3
2 19 27
2 90 130
1 38 -5
2 61 76
1 66 5
2 13 54
1 104 3
1 1 -4
2 10 130
2 27 32
1 58 5
2 81 116
2 18 105
1 107 0
2 96 99
2 0 76
2 87 128
1 8 3
2 54 100
1 11 -3
1 98 -3
2 29 98
2 11 130
2 66 68
1 91 -3
2 8 43
2 57 76
1 55 -4
1 70 0
1 100 0
1 128 -1
1 29 -1
2 31 97
1 101 -4
1 92 -2
2 99 113
1 46 -4
2 62 117
2 64 99
1 64 1
1 32 0
2 54 84
1 70 4
1 96 -3
1 46 -4
2 13 72
1 57 0
2 37 98
2 61 93
2 4 34
2 86 112
2 21 74
2 26 91
2 38 78
1 46 0
1 69 4
1 44 3
1 48 -4
2 104 127
1 54 -3
2 25 97
2 16 96
2 28 122
1 49 0
2 107 109
2 33 86
2 16 47
2 68 104
2 47 99
1 77 -5
1 28 -3
2 23 77
2 44 113
1 68 5
2 37 110
1 118 -1
1 47 1
1 110 5
2 16 25
1 18 -5
2 78 101
2 52 93
2 15 125
1 12 -4
1 17 -4
1 47 -4
1 56 4
2 49 133
1 91 3
2 40 132
2 84 95
1 67 5
1 132 0
2 78 134
1 49 -4
2 32 112
2 44 96
2 71 75
1 85 4
2 34 64
2 91 129
2 21 85
1 3 -5
2 21 91
2 29 45
2 53 70
1 111 -5
1 17 -3
2 66 68
2 18 37
1 23 2
1 14 -3
1 18 4
1 97 -2
2 3 78
2 72 119
1 64 -2
2 65 117
2 12 128
2 33 37
2 23 78
2 10 105
2 69 122
1 82 5
1 70 -3
1 121 -4
2 99 101
1 100 2
2 61 79
1 49 -4
2 72 96
1 114 5
1 111 0
2 79 125
1 34 4
2 77 121
2 43 126
2 84 110
1 52 -2
2 25 84
1 79 -3
2 28 99
2 2 27
1 49 -2
2 71 116
1 25 -1
1 14 3
2 12 43
1 51 -3
2 2 93
1 46 0
2 19 42
1 133 -5
2 0 11
2 66 88
2 17 26
2 25 32
1 128 2
2 25 110
2 76 94
2 34 52
1 5 5
1 17 -1
2 17 118
1 49 0
2 58 108
2 50 86
2 65 126
2 53 109
2 88 99
1 104 -1
1 131 3
2 114 117
1 34 -3
2 101 103
2 50 92
1 51 -1
1 15 -1
2 62 113
2 49 127
2 2 61
2 75 106
1 81 2
1 38 -3
1 98 -3
1 85 5
1 11 0
1 79 -4
2 50 63
1 40 2
1 18 3
2 23 65
2 29 82
1 89 -3
2 64 67
1 81 3
1 45 -2
1 48 3
2 44 53
1 94 -3
1 23 -4
2 51 96
1 86 0
1 72 1
1 89 -4
1 130 0
1 96 1
2 32 122
1 44 1
1 7 3
1 112 2
2 51 65
1 107 -3
2 24 61
1 89 3
1 53 -5
2 50 56
2 41 98
1 3 1
1 77 -3
2 22 51
1 84 2
1 89 -5
1 47 0
2 49 83
1 59 -2
1 77 2
1 31 1
1 129 1
1 115 3
2 64 128
2 9 77
1 69 1
2 3 31
1 92 5
1 110 1
1 50 -3
2 27 53
2 62 102
1 66 1
1 102 -4
1 106 4
1 14 1
1 111 -1
2 82 92
1 0 -3
2 51 117
1 19 -4
2 3 130
2 86 113
2 9 19
2 79 87
2 66 115
1 4 -1
1 8 -3
2 28 80
2 59 84
2 4 124
2 102 123
1 91 4
2 108 131
2 24 131
2 85 91
2 77 123
2 17 104
2 63 68
1 46 1
1 98 -2
1 25 1
1 55 5
2 18 117
1 81 -4
2 67 84
1 13 5
2 7 49
2 56 65
2 65 120
2 51 67
2 34 65
1 111 -1
2 3 20
1 9 -5
2 97 114
1 19 -2
1 118 5
1 13 -2
2 20 28
1 62 5
1 128 1
1 43 -2
1 64 -5
2 3 52
2 46 130
1 123 -5
1 111 4
1 114 -2
1 93 -5
1 46 -1
1 42 5
1 5 -2
1 37 -1
1 56 5
2 30 114
1 24 -5
2 6 79
2 30 40
1 43 2
1 43 -1
2 52 61
1 39 -4
1 108 5
2 36 40
1 51 2
2 72 102
1 97 -4
2 12 38
1 134 -4
180 112
1 142 3
2 143 152
1 85 2
1 176 -3
2 12 85
1 23 2
2 28 96
2 13 26
1 11 -1
1 16 0
1 9 3
1 117 -4
1 95 5
2 27 178
2 68 127
2 7 22
1 155 -4
2 23 142
2 46 53
2 16 146
2 25 153
1 95 -1
2 28 68
1 103 0
1 47 -5
2 122 127
2 109 121
2 47 55
1 24 -1
2 112 146
1 38 3
2 5 167
1 31 -1
1 9 0
2 130 169
1 159 -2
2 23 135
1 103 -3
2 42 129
1 84 -3
2 51 56
1 169 -1
2 45 47
2 160 168
1 5 2
2 67 73
1 18 5
1 93 -5
2 154 162
1 137 -1
1 113 -1
1 125 3
1 104 3
2 50 156
2 117 150
2 42 133
1 172 -2
1 66 -4
1 142 5
2 65 131
2 70 107
1 128 -1
2 6 77
2 12 125
1 60 -3
1 0 -1
2 41 104
1 22 2
1 169 0
1 175 -1
2 3 147
1 67 -5
2 25 147
2 107 157
2 42 75
2 38 154
2 1 93
1 77 -4
2 107 147
1 137 -4
2 55 96
1 163 0
1 169 5
2 37 104
2 69 71
1 135 4
2 72 101
1 90 4
1 19 0
1 174 -3
1 94 3
1 131 1
2 22 179
2 30 43
2 25 138
1 70 -3
1 151 -2
1 4 0
2 5 125
2 85 129
2 83 113
2 12 137
2 9 68
1 92 -2
1 112 4
2 104 145
1 76 1
2 70 105
2 64 155
1 83 3
2 20 163
1 49 -3
33 127
2 14 15
2 1 11
1 26 -547657348
1 1 -394876092
1 8 165696883
1 24 519699089
1 9 -406761374
1 14 -700268673
1 19 838887451
1 30 -278249241
2 7 7
2 9 28
2 6 25
2 10 13
2 18 27
1 9 -358569468
1 15 123359715
2 28 32
1 31 871485298
2 15 31
1 14 -346219499
1 0 514600666
2 20 26
1 7 -575860423
1 11 -947018889
2 4 13
2 11 23
1 32 -522430664
1 13 598929606
2 21 26
2 1 6
1 27 45787111
1 2 -860818863
2 6 30
1 27 943593378
1 10 -947456588
2 8 25
1 9 -823061130
2 23 27
2 9 21
2 6 10
2 26 26
1 12 870707740
1 17 772026282
1 2 -905513555
1 14 19132990
1 17 623554952
1 10 -805272631
2 7 14
1 12 -897993192
1 11 214364258
1 12 -57526734
2 30 32
1 22 408385225
2 9 23
1 16 -490190674
1 27 886997601
1 2 426755738
2 3 28
1 7 -387913988
2 12 15
2 17 31
1 0 -852517929
2 1 24
2 19 31
2 5 21
1 12 -37958390
2 8 11
2 5 17
2 9 18
1 15 -187145836
1 6 -670491497
2 3 30
2 2 16
1 25 -277646234
2 5 19
2 19 27
2 0 32
2 1 23
1 19 -565102987
2 1 15
2 18 22
1 20 -450980529
1 14 429495952
1 12 913027348
2 18 23
1 10 694953263
2 30 31
2 5 8
1 6 796049277
2 20 24
2 8 27
1 25 24021128
1 24 379051669
1 29 -430642775
1 32 -249010979
1 7 -443822801
1 32 -583449013
2 8 27
2 12 31
2 18 32
1 14 758128836
2 10 29
1 0 -377874524
1 25 -983186265
2 19 21
1 14 719733816
2 28 29
1 24 780303520
1 27 770746484
1 10 47519508
1 25 -216054807
1 16 -339162960
2 1 19
2 9 22
1 7 -512771946
1 21 237000971
1 6 -630003849
2 3 25
2 30 32
1 26 586309650
1 29 424349550
1 12 -339067222
2 6 14
1 7 291779059
2 19 29
2 19 22
161 130
1 1 -520888881
1 99 470300908
1 105 845450044
2 89 122
1 33 -55190283
1 16 242875075
1 133 -77867571
1 105 -9021465
1 10 -676503987
1 41 104719982
1 147 641135838
2 90 113
1 11 236470632
1 19 -422769787
1 20 -991548378
2 4 128
2 98 133
1 114 -541691765
1 16 271241879
1 41 761883937
1 154 456750160
1 128 -176352206
1 51 -473471538
2 60 91
1 72 516513981
2 76 116
1 5 -526900800
2 3 90
2 32 120
1 26 -88756230
1 116 -815611243
2 81 127
1 133 87498163
2 15 112
2 132 147
2 19 84
1 46 -739491592
1 38 545216108
2 55 149
2 115 146
1 123 780472669
1 40 426627294
1 101 344679291
2 24 158
1 69 -448744434
2 50 85
1 107 -861656510
1 128 -81553597
2 69 144
1 102 -895734834
1 160 -181874504
1 29 441991324
1 66 -966070337
2 102 105
1 61 -350261257
2 1 110
1 49 246207274
2 100 109
2 3 59
2 18 57
2 65 123
2 17 50
2 17 142
1 7 -894266762
1 24 985740647
1 35 294026275
1 29 752728031
1 154 -462108090
2 56 135
2 9 17
2 43 129
2 106 113
1 29 544356627
1 96 -972084444
2 18 58
1 99 -256964446
1 33 -764360067
1 3 -240636190
2 18 113
2 39 70
2 69 157
1 82 -242706537
1 18 -730379843
2 51 82
2 8 8
2 5 44
1 91 797926999
1 54 -438581335
2 51 95
2 11 84
1 153 -674711523
2 77 159
1 157 986766461
2 44 50
1 3 669027141
2 15 82
1 33 376880567
1 112 169302545
1 46 -107355699
2 0 85
1 66 -842919619
1 21 -680601583
1 127 -763444927
1 88 -298770219
2 154 154
1 134 445879038
1 19 248835514
1 96 763255478
2 4 142
1 68 -804374431
2 100 108
2 31 103
1 112 -570022251
1 22 177669195
2 8 141
1 121 -601068959
2 17 123
2 30 105
2 7 155
2 109 136
2 61 109
1 4 13698610
1 159 -837910213
1 24 129969728
1 97 549646397
2 41 114
1 61 -295707603
1 143 -29014327
1 93 279247450
2 120 146
95 21
2 13 94
1 80 2
1 2 4
2 45 94
2 2 54
2 34 76
1 80 -1
2 58 60
1 75 4
2 36 39
2 36 49
2 0 52
2 65 74
1 83 4
2 54 82
2 43 69
1 31 -5
1 12 -4
1 29 1
2 52 58
2 23 57
133 31
1 50 0
2 89 116
1 90 -5
1 11 -5
2 11 61
1 57 5
2 17 68
1 23 -2
2 51 114
2 58 122
1 80 -2
1 36 3
2 77 109
1 34 1
1 114 5
2 102 132
1 38 2
2 80 119
2 115 126
2 27 64
1 96 5
2 55 114
1 14 2
2 72 93
1 6 3
2 79 83
1 17 2
2 40 54
1 80 0
1 6 -2
2 71 93
5 167
2 3 4
1 3 0
1 2 0
1 0 -3
1 0 -1
2 0 3
2 1 2
2 2 3
2 1 2
1 1 4
2 0 1
1 1 -1
2 2 3
2 0 4
1 3 -5
2 2 4
1 2 0
1 2 -2
2 1 3
1 0 -2
2 0 4
1 2 5
2 1 4
1 4 3
1 0 5
2 1 4
2 2 3
2 3 4
2 0 0
1 3 4
2 0 4
1 1 1
2 0 0
2 2 4
2 0 1
2 1 1
2 3 4
2 0 1
2 2 3
1 2 4
2 1 4
1 3 -5
2 0 4
2 2 4
1 0 -2
2 1 4
1 3 -1
1 0 5
2 2 3
2 3 3
2 0 2
2 0 3
1 1 2
2 3 3
2 1 4
1 2 4
2 0 1
1 2 -4
1 3 1
1 0 1
2 1 4
2 1 3
2 3 4
2 4 4
2 0 1
2 0 4
1 0 5
1 2 -4
2 1 3
2 2 4
1 0 1
2 0 4
2 3 3
2 0 1
1 1 2
1 2 -5
1 1 -3
1 0 1
2 0 1
1 4 3
2 3 4
2 1 3
1 2 0
2 3 3
1 4 4
2 0 4
2 1 2
2 0 3
2 0 3
2 1 3
1 4 -5
1 0 -5
1 3 3
2 0 1
1 1 4
1 2 1
2 3 3
1 0 -5
1 1 -4
2 2 3
2 0 3
2 0 2
2 0 0
2 0 0
1 0 -4
2 0 4
2 1 1
1 4 2
1 2 4
1 4 4
2 1 2
1 3 -1
1 4 -2
1 2 3
2 1 1
1 1 -4
1 1 3
2 2 4
2 0 3
1 3 4
1 0 2
2 1 2
1 0 5
1 2 -2
1 3 -5
2 1 2
1 4 -5
2 4 4
1 3 0
1 3 -3
1 0 0
1 0 -3
1 3 0
2 3 4
2 1 3
2 0 0
1 3 2
1 1 -3
1 2 3
1 4 0
2 0 1
1 4 1
1 1 -2
1 3 3
2 2 4
2 0 4
1 3 0
1 4 -2
2 1 2
2 0 3
2 0 4
2 3 4
1 4 -5
2 2 3
2 3 4
1 2 5
1 1 -3
1 1 4
1 1 4
1 1 -1
1 3 2
2 2 4
1 0 2
2 0 3
2 0 1
1 1 -3
2 1 2
4 269
1 1 1000000000
2 1 3
2 0 2
2 1 3
1 2 -1000000000
2 1 2
1 1 1000000000
1 1 -1000000000
2 3 3
1 1 1000000000
2 1 1
1 2 -1000000000
1 1 1000000000
2 2 3
1 2 -1000000000
2 2 3
2 0 3
2 0 0
1 0 1000000000
1 1 -1000000000
2 1 3
1 2 -1000000000
2 0 1
1 1 -1000000000
1 0 -1000000000
1 1 1000000000
2 2 2
1 2 1000000000
1 2 1000000000
1 1 -1000000000
1 3 1000000000
2 0 2
2 1 3
1 0 1000000000
2 2 3
2 0 2
1 1 -1000000000
1 1 1000000000
1 2 1000000000
1 1 -1000000000
2 0 2
1 1 -1000000000
1 0 -1000000000
1 2 1000000000
1 3 -1000000000
2 0 1
1 3 -1000000000
2 1 2
2 1 3
2 1 3
2 1 1
1 3 -1000000000
1 3 -1000000000
1 3 1000000000
2 1 1
2 2 3
1 1 -1000000000
1 0 -1000000000
1 1 1000000000
2 0 1
2 2 3
1 0 1000000000
1 2 -1000000000
2 0 1
1 2 1000000000
2 1 2
1 2 1000000000
1 0 -1000000000
1 3 -1000000000
2 2 2
1 2 -1000000000
2 2 3
1 0 1000000000
2 1 1
2 1 3
1 3 1000000000
1 1 -1000000000
1 1 -1000000000
2 1 2
1 2 -1000000000
2 0 3
2 2 3
1 2 1000000000
2 1 2
1 0 -1000000000
2 2 2
1 2 -1000000000
1 2 1000000000
1 2 1000000000
1 1 -1000000000
2 1 1
1 2 -1000000000
2 1 2
1 1 1000000000
2 0 2
1 1 -1000000000
1 0 -1000000000
2 2 3
2 0 0
1 2 1000000000
1 0 -1000000000
2 0 1
1 2 -1000000000
1 1 1000000000
1 1 1000000000
2 0 3
1 2 -1000000000
2 1 2
2 0 3
1 3 1000000000
2 1 3
1 1 -1000000000
2 3 3
2 3 3
1 2 1000000000
1 3 1000000000
2 1 2
1 3 -1000000000
1 0 -1000000000
1 2 1000000000
1 2 -1000000000
1 1 -1000000000
2 0 3
2 2 2
1 3 -1000000000
2 2 3
1 2 1000000000
1 1 1000000000
2 2 3
2 1 3
2 1 2
2 2 3
1 1 1000000000
1 3 -1000000000
1 1 1000000000
1 3 -1000000000
2 2 3
2 2 3
2 0 2
1 0 1000000000
1 2 1000000000
2 0 3
1 3 1000000000
2 0 1
2 1 3
1 3 -1000000000
2 0 2
2 0 2
1 1 -1000000000
2 2 2
2 2 2
1 2 1000000000
2 0 1
2 0 1
2 1 3
1 3 1000000000
2 2 2
2 0 1
1 2 1000000000
1 1 -1000000000
1 0 1000000000
2 0 2
2 0 2
1 1 1000000000
1 3 -1000000000
2 0 3
2 2 3
2 1 2
1 1 -1000000000
2 1 3
1 0 -1000000000
2 1 3
1 0 -1000000000
1 2 -1000000000
1 2 1000000000
1 1 -1000000000
2 1 3
1 2 -1000000000
1 0 1000000000
1 2 1000000000
1 0 -1000000000
1 0 -1000000000
2 0 3
2 1 2
1 0 1000000000
1 2 1000000000
2 2 3
2 0 1
2 3 3
1 2 1000000000
2 2 3
1 2 1000000000
1 2 -1000000000
2 0 1
1 1 1000000000
2 2 3
1 1 1000000000
1 0 -1000000000
1 2 -1000000000
1 3 1000000000
1 2 -1000000000
1 0 1000000000
1 3 1000000000
2 0 1
2 1 2
1 3 1000000000
1 1 1000000000
1 3 -1000000000
1 0 -1000000000
2 2 2
2 0 2
1 1 1000000000
2 0 3
2 0 3
1 1 -1000000000
1 1 -1000000000
2 1 1
1 0 -1000000000
2 0 2
1 3 1000000000
2 2 3
1 2 -1000000000
2 2 3
2 0 3
1 1 1000000000
2 0 2
2 1 3
2 2 3
1 0 1000000000
1 2 1000000000
1 2 1000000000
1 0 1000000000
1 3 -1000000000
1 3 -1000000000
1 2 -1000000000
1 2 -1000000000
1 1 -1000000000
2 3 3
1 0 -1000000000
2 0 2
2 2 2
2 0 0
2 1 2
2 0 3
2 1 3
2 0 0
2 0 1
1 1 1000000000
2 2 3
2 0 2
1 1 1000000000
1 3 -1000000000
1 3 1000000000
1 0 1000000000
2 1 3
2 2 3
2 0 1
1 2 1000000000
1 0 -1000000000
2 0 1
1 1 1000000000
1 0 -1000000000
1 1 1000000000
1 1 -1000000000
2 3 3
2 0 1
1 3 1000000000
1 2 -1000000000
2 0 3
5 233
1 3 1
2 0 1
2 0 2
2 1 4
2 2 3
2 1 3
1 0 4
2 1 4
1 1 -4
1 3 1
2 0 1
1 3 0
2 0 4
1 2 -5
2 2 4
1 2 5
1 0 3
1 0 2
1 1 3
1 0 3
1 1 1
